پاسداران,گلستان 4 شرقي,35.769964,51.465293
دربند,بر خيابان,35.823329,51.425052
میدان نور,پيامبر مركزي,35.737618,51.317062
دزاشیب,بوعلي,35.807824,51.453273
شيخ فضل الله,امرالهي,35.710244,51.339865
گاندي,خ 7,35.75225,51.412412
اشرفي اصفهاني,كوهسار 17 شرقي,35.739189,51.355251
شمس آباد,صالحي,35.745878,51.475789
تهرانپارس,بر خيابان,35.728111,51.522893
یوسف آباد,خ 27,35.731881,51.398729
جنت آباد,بر خيابان,35.726391,51.38436
شهرآراء,بر خيابان,35.714149,51.371906
شريعتي,شيخ صفي,35.718712,51.449427
رسالت,آزادگان,35.748147,51.507358
طالقاني,بهار جنوبي,35.630976,51.214247
سهروردی شمالی,انديشه 6 غربي,35.752532,51.245404
فرمانيه,حوري,35.806391,51.448053
پاسداران,نارنجستان 9,35.80023,51.47803
ونك,بن بست صدر,35.757194,51.404742
نياوران,فخاري,35.780392,51.43467
توحيد,نرسيده به ميدان توحيد,35.630397,51.221641
اوين,مفيدي,35.80119,51.386141
قيطريه,ميدان پيروز,35.793655,51.451165
-,اتوبان بابائي,35.763042,51.568063
مجيديه,فروزنده اصل,35.735846,51.468721
پونك,گلزار 1شرقي,35.76889,51.312695
دربند,زماني,35.808235,51.436543
پاسداران,ميدان اختياريه,35.787071,51.466428
وليعصر,روبروي 3 راه فاطمي,35.767019,51.381037
